timestamp,memory_working_set_bytes,memory_usage_bytes,memory_rss_bytes,memory_cache_bytes,cpu_throttled_rate,cpu_periods_rate,cpu_usage_rate,fs_reads_bytes_rate,fs_writes_bytes_rate,fs_reads_total_rate,fs_writes_total_rate,datetime,memory_working_set_bytes_mb,memory_usage_bytes_mb,memory_rss_bytes_mb,memory_cache_bytes_mb,memory_usage_percent,memory_rss_percent,cpu_usage_percent,cpu_throttling_percent,fs_total_io_bytes_rate,fs_total_io_mbps,fs_total_iops,hour,minute,time_period,memory_usage_percent_ma_5,memory_usage_percent_std_5,memory_usage_percent_max_5,memory_usage_percent_min_5,memory_usage_percent_ma_10,memory_usage_percent_std_10,memory_usage_percent_max_10,memory_usage_percent_min_10,memory_usage_percent_ma_30,memory_usage_percent_std_30,memory_usage_percent_max_30,memory_usage_percent_min_30,memory_usage_percent_ma_60,memory_usage_percent_std_60,memory_usage_percent_max_60,memory_usage_percent_min_60,cpu_usage_percent_ma_5,cpu_usage_percent_std_5,cpu_usage_percent_max_5,cpu_usage_percent_min_5,cpu_usage_percent_ma_10,cpu_usage_percent_std_10,cpu_usage_percent_max_10,cpu_usage_percent_min_10,cpu_usage_percent_ma_30,cpu_usage_percent_std_30,cpu_usage_percent_max_30,cpu_usage_percent_min_30,cpu_usage_percent_ma_60,cpu_usage_percent_std_60,cpu_usage_percent_max_60,cpu_usage_percent_min_60,fs_total_io_bytes_rate_ma_5,fs_total_io_bytes_rate_std_5,fs_total_io_bytes_rate_max_5,fs_total_io_bytes_rate_min_5,fs_total_io_bytes_rate_ma_10,fs_total_io_bytes_rate_std_10,fs_total_io_bytes_rate_max_10,fs_total_io_bytes_rate_min_10,fs_total_io_bytes_rate_ma_30,fs_total_io_bytes_rate_std_30,fs_total_io_bytes_rate_max_30,fs_total_io_bytes_rate_min_30,fs_total_io_bytes_rate_ma_60,fs_total_io_bytes_rate_std_60,fs_total_io_bytes_rate_max_60,fs_total_io_bytes_rate_min_60,memory_usage_percent_diff_1,memory_usage_percent_pct_change_1,memory_usage_percent_lag_1,memory_usage_percent_diff_5,memory_usage_percent_pct_change_5,memory_usage_percent_lag_5,memory_usage_percent_diff_10,memory_usage_percent_pct_change_10,memory_usage_percent_lag_10,memory_usage_percent_diff_30,memory_usage_percent_pct_change_30,cpu_usage_percent_diff_1,cpu_usage_percent_pct_change_1,cpu_usage_percent_lag_1,cpu_usage_percent_diff_5,cpu_usage_percent_pct_change_5,cpu_usage_percent_lag_5,cpu_usage_percent_diff_10,cpu_usage_percent_pct_change_10,cpu_usage_percent_lag_10,cpu_usage_percent_diff_30,cpu_usage_percent_pct_change_30,memory_usage_percent_zscore,memory_usage_percent_iqr_score,memory_usage_percent_modified_zscore,cpu_usage_percent_zscore,cpu_usage_percent_iqr_score
1759151876.000000,51691520.000000,57720832.000000,12763136.000000,39858176.000000,0.000000,0.083110,0.000208,41662.625212,0.000000,1.042836,0.000000,2025-09-29 13:17:56,49.296875,55.046875,12.171875,38.011719,9.628296,2.377319,0.020829,0.000000,43194.636783,0.041194,1.069157,13,17,afternoon,8.039246,2.175897,9.628296,5.655670,7.023315,1.865482,9.628296,5.171204,5.764879,2.963748,9.628296,0.000000,5.764879,2.963748,9.628296,0.000000,0.280095,0.282390,0.557778,0.036746,0.148583,0.215245,0.557778,0.012455,0.135158,0.207327,0.557778,0.012455,0.135158,0.207327,0.557778,0.012455,403512.162790,121177.260447,513614.113143,298634.619324,216848.336280,196978.633472,513614.113143,0.000000,195163.502652,197969.003525,513614.113143,0.000000,195163.502652,197969.003525,513614.113143,0.000000,0.000000,0.000000,9.628296,3.956604,69.760560,5.671692,4.457092,86.190617,5.171204,0.057220,0.763317,0.000000,0.000000,0.557778,-0.000793,4378.234122,0.012455,-0.000114,3789.610695,0.014340,-0.002700,-12.437985,1.684495,2.097625,2.496155,-0.226293,0.167978
1759151906.000000,49049600.000000,52920320.000000,12173312.000000,35950592.000000,0.000000,7.422811,0.019916,22817.529091,58945.283486,1.129611,5.843291,2025-09-29 13:18:26,46.777344,50.468750,11.609375,34.285156,9.136200,2.267456,1.991594,0.000000,81762.812577,0.077975,6.972902,13,18,afternoon,8.735352,1.734731,9.628296,5.655670,7.419815,1.849386,9.628296,5.655670,5.989634,2.985650,9.628296,0.000000,5.989634,2.985650,9.628296,0.000000,0.768807,0.847326,1.991594,0.036746,0.368277,0.643712,1.991594,0.012455,0.303925,0.593288,1.991594,0.012455,0.303925,0.593288,1.991594,0.012455,349294.211103,203974.496320,513614.113143,81762.812577,225933.093233,187378.880495,513614.113143,34944.030503,184854.349009,190896.880169,513614.113143,0.000000,184854.349009,190896.880169,513614.113143,0.000000,-0.492096,-5.110935,9.628296,3.480530,61.540537,5.655670,3.964996,76.674535,5.171204,0.057220,0.763317,0.000000,257.058428,0.020829,1.954848,5319.845913,0.036746,1.977254,13788.182804,0.014340,-0.002700,-12.437985,1.287508,1.699722,1.772875,5.959749,46.301311
1759151936.000000,46874624.000000,51032064.000000,12173312.000000,34058240.000000,0.000000,0.053268,0.000069,0.000000,981.833927,0.000000,0.093219,2025-09-29 13:18:56,44.703125,48.667969,11.609375,32.480469,8.731079,2.267456,0.006927,0.000000,981.833927,0.000936,0.093219,13,18,afternoon,9.350433,0.406546,9.628296,8.731079,7.616806,1.876154,9.628296,5.655670,6.160975,2.964718,9.628296,0.000000,6.160975,2.964718,9.628296,0.000000,0.761352,0.856001,1.991594,0.006927,0.359180,0.648715,1.991594,0.006927,0.279175,0.572139,1.991594,0.006927,0.279175,0.572139,1.991594,0.006927,274881.014754,271675.424075,513614.113143,981.833927,211188.173475,200319.622225,513614.113143,981.833927,169531.639419,189594.750895,513614.113143,0.000000,169531.639419,189594.750895,513614.113143,0.000000,-0.405121,-4.434238,9.136200,3.075409,54.377445,5.655670,1.969910,29.135635,6.761169,0.057220,0.763317,-1.984667,-99.652164,1.991594,-0.029819,-81.147803,0.036746,-0.081879,-92.199318,0.088806,-0.002700,-12.437985,0.960687,1.372147,1.177431,-0.269928,-0.157438
1759151966.000000,46874624.000000,51032064.000000,12173312.000000,34058240.000000,0.000000,0.075646,0.000098,0.000000,1394.303869,0.000000,0.132380,2025-09-29 13:19:26,44.703125,48.667969,11.609375,32.480469,8.731079,2.267456,0.009838,0.000000,1394.303869,0.001330,0.132380,13,19,afternoon,9.170990,0.449030,9.628296,8.731079,7.813797,1.879747,9.628296,5.655670,6.312157,2.937475,9.628296,0.000000,6.312157,2.937475,9.628296,0.000000,0.641534,0.936562,1.991594,0.006927,0.350406,0.653346,1.991594,0.006927,0.258457,0.552851,1.991594,0.006927,0.258457,0.552851,1.991594,0.006927,149438.265879,245737.218444,513614.113143,981.833927,196452.851393,211283.807407,513614.113143,981.833927,156597.998223,187417.404223,513614.113143,0.000000,156597.998223,187417.404223,513614.113143,0.000000,0.000000,0.000000,8.731079,-0.897217,-9.318542,9.628296,1.969910,29.135635,6.761169,0.057220,0.763317,0.002910,42.010154,0.006927,-0.479271,-97.988638,0.489108,-0.078968,-88.922239,0.088806,-0.002700,-12.437985,0.960687,1.372147,1.177431,-0.260793,-0.089312
1759151996.000000,46874624.000000,51032064.000000,12173312.000000,34058240.000000,0.000000,0.051222,0.000067,0.000000,944.118007,0.000000,0.089638,2025-09-29 13:19:56,44.703125,48.667969,11.609375,32.480469,8.731079,2.267456,0.006661,0.000000,944.118007,0.000900,0.089638,13,19,afternoon,8.991547,0.396833,9.628296,8.731079,8.119736,1.735826,9.628296,5.655670,6.446542,2.906244,9.628296,0.000000,6.446542,2.906244,9.628296,0.000000,0.503755,0.991894,1.991594,0.006661,0.349762,0.653724,1.991594,0.006661,0.240472,0.535408,1.991594,0.006661,0.240472,0.535408,1.991594,0.006661,21270.767095,40328.545842,81762.812577,944.118007,192675.083338,214807.151883,513614.113143,944.118007,145479.863921,184807.790077,513614.113143,0.000000,145479.863921,184807.790077,513614.113143,0.000000,0.000000,0.000000,8.731079,-0.897217,-9.318542,9.628296,3.059387,53.941351,5.671692,0.057220,0.763317,-0.003176,-32.287500,0.009838,-0.551117,-98.805730,0.557778,-0.005794,-46.517789,0.012455,-0.002700,-12.437985,0.960687,1.372147,1.177431,-0.270764,-0.163667
1759152026.000000,35647488.000000,44576768.000000,12173312.000000,28975104.000000,0.000000,0.198228,0.000803,523827.815983,0.000000,6.480536,0.000000,2025-09-29 13:20:26,33.996094,42.511719,11.609375,27.632812,6.639862,2.267456,0.080314,0.000000,523827.815983,0.499561,6.480536,13,20,afternoon,8.393860,0.996083,9.136200,6.639862,8.216553,1.606280,9.628296,5.655670,6.456716,2.824709,9.628296,0.000000,6.456716,2.824709,9.628296,0.000000,0.419067,0.879631,1.991594,0.006661,0.357302,0.649726,1.991594,0.006661,0.229795,0.517587,1.991594,0.006661,0.229795,0.517587,1.991594,0.006661,121782.176873,227447.820796,523827.815983,944.118007,246995.503947,231128.636925,523827.815983,944.118007,170703.060726,203119.419225,523827.815983,0.000000,170703.060726,203119.419225,523827.815983,0.000000,-2.091217,-23.951416,8.731079,-2.988434,-31.038035,9.628296,0.968170,17.070218,5.671692,0.057220,0.763317,0.073653,1105.672494,0.006661,-0.000793,-85.601014,0.020443,0.067859,544.820305,0.012455,-0.002700,-12.437985,-0.726354,-0.318785,-1.896225,-0.039574,1.560465
1759152056.000000,35647488.000000,44576768.000000,12173312.000000,28975104.000000,0.000000,0.083110,0.000208,41662.625212,0.000000,1.042836,0.000000,2025-09-29 13:20:56,33.996094,42.511719,11.609375,27.632812,6.639862,2.267456,0.020829,0.000000,43194.636783,0.041194,1.069157,13,20,afternoon,7.894592,1.145407,8.731079,6.639862,8.314972,1.454960,9.628296,5.655670,6.465874,2.749675,9.628296,0.000000,6.465874,2.749675,9.628296,0.000000,0.025935,0.036281,0.080314,0.006661,0.397371,0.682595,1.991594,0.006661,0.229795,0.517587,1.991594,0.006661,0.229795,0.517587,1.991594,0.006661,131787.017947,261360.611570,523827.815983,944.118007,240540.614525,246218.152817,523827.815983,944.118007,170703.060726,203119.419225,523827.815983,0.000000,170703.060726,203119.419225,523827.815983,0.000000,0.000000,0.000000,6.639862,-2.496338,-27.323591,9.136200,0.984192,17.401862,5.655670,0.057220,0.763317,0.000000,0.000000,0.080314,-0.000793,-95.967331,1.991594,-0.000114,118.564468,0.036746,-0.002700,-12.437985,-0.726354,-0.318785,-1.896225,-0.226293,0.167978
1759152086.000000,39223296.000000,46407680.000000,12173312.000000,30793728.000000,0.000000,0.134161,0.000521,368111.085024,0.000000,4.544692,0.000000,2025-09-29 13:21:26,37.406250,44.257812,11.609375,29.367188,7.305908,2.267456,0.052064,0.000000,368111.085024,0.351058,4.544692,13,21,afternoon,7.609558,1.059297,8.731079,6.639862,8.479996,1.189126,9.628296,6.639862,6.505875,2.686313,9.628296,0.000000,6.505875,2.686313,9.628296,0.000000,0.037219,0.035408,0.080314,0.006661,0.399286,0.681459,1.991594,0.006661,0.218686,0.502006,1.991594,0.006661,0.218686,0.502006,1.991594,0.006661,223569.330721,264556.991088,523827.815983,944.118007,249225.172738,249759.767599,523827.815983,944.118007,183041.062244,202342.825600,523827.815983,0.000000,183041.062244,202342.825600,523827.815983,0.000000,0.666046,10.031024,6.639862,-1.425171,-16.322964,8.731079,1.650238,29.178470,5.655670,0.057220,0.763317,0.000000,-35.174285,0.020829,0.045137,651.562174,0.006927,0.015318,41.685979,0.036746,-0.002700,-12.437985,-0.189037,0.219772,-0.917275,-0.128248,0.899165
1759152116.000000,39223296.000000,46407680.000000,12173312.000000,30793728.000000,0.000000,0.134161,0.000521,368111.085024,0.000000,4.544692,0.000000,2025-09-29 13:21:56,37.406250,44.257812,11.609375,29.367188,7.305908,2.267456,0.052064,0.000000,368111.085024,0.351058,4.544692,13,21,afternoon,7.324524,0.853905,8.731079,6.639862,8.247757,1.166510,9.628296,6.639862,6.542240,2.627116,9.628296,0.000000,6.542240,2.627116,9.628296,0.000000,0.047776,0.030474,0.080314,0.006661,0.344655,0.690686,1.991594,0.006661,0.208885,0.487743,1.991594,0.006661,0.208885,0.487743,1.991594,0.006661,315248.526010,222022.132070,523827.815983,944.118007,232343.395945,234224.528331,523827.815983,944.118007,193927.534173,200993.693900,523827.815983,0.000000,193927.534173,200993.693900,523827.815983,0.000000,0.000000,0.000000,7.305908,-1.425171,-16.322964,8.731079,-2.322388,-24.120444,9.628296,0.057220,0.763317,0.000000,0.000000,0.052064,0.042227,429.231294,0.009838,-0.437044,-89.355241,0.489108,-0.002700,-12.437985,-0.189037,0.219772,-0.917275,-0.128248,0.899165
1759152146.000000,37965824.000000,48852992.000000,12222464.000000,33161216.000000,0.000000,0.513520,0.001172,332991.029447,25043.344299,7.012758,1.460323,2025-09-29 13:22:26,36.207031,46.589844,11.656250,31.625000,7.071686,2.276611,0.117216,0.000000,358034.373746,0.341448,8.473080,13,22,afternoon,6.992645,0.335941,7.305908,6.639862,7.992096,1.109071,9.628296,6.639862,6.565260,2.569088,9.628296,0.000000,6.565260,2.569088,9.628296,0.000000,0.075415,0.030886,0.117216,0.052064,0.289585,0.688826,1.991594,0.006661,0.203792,0.473673,1.991594,0.006661,0.203792,0.473673,1.991594,0.006661,404521.089945,79679.538523,523827.815983,358034.373746,212895.928520,213034.967396,523827.815983,944.118007,203044.580816,198791.987779,523827.815983,0.000000,203044.580816,198791.987779,523827.815983,0.000000,-0.234222,-3.205931,7.305908,-1.659393,-19.005592,8.731079,-2.556610,-26.553090,9.628296,0.057220,0.763317,0.065151,125.136111,0.052064,0.110554,1659.631901,0.006661,-0.440563,-78.985242,0.557778,-0.002700,-12.437985,-0.377990,0.030382,-1.261534,0.076256,2.424282
